data,sp500_retorno,sp500_peso,sp500_saldo,sp500_mov,tbond_20_retorno,tbond_20_peso,tbond_20_saldo,tbond_20_mov,tbond_7_10_retorno,tbond_7_10_peso,tbond_7_10_saldo,tbond_7_10_mov,ouro_retorno,ouro_peso,ouro_saldo,ouro_mov,commodities_retorno,commodities_peso,commodities_saldo,commodities_mov,saldo_total,retorno_total
2018-08-01,0.1471,0.230883881402898,58814.59611358181,0.0,0.1255,0.1806034381073335,46006.32233166264,0.0,0.1225,0.200991171245606,51199.82602240548,0.0,0.0932,0.2038973843688563,51940.14513877413,0.0,0.125,0.1836241248753063,46775.80208557382,0.0,254736.6916919979,0.12292219025669193
2018-09-01,-0.0289,0.2323986533263939,57114.8542858993,0.0,-0.0629,0.1754235880850631,43112.52465700106,0.0,-0.0467,0.1986015402141257,48808.79414715914,0.0,-0.042,0.2024665123896267,49758.65904294561,0.0,0.0041,0.1911097059847906,46967.58287412467,0.0,245762.41500712975,-0.03522961935816826
2018-10-01,-0.1426,0.2230283584826033,48970.27606473005,0.0,-0.1077,0.1752031396018389,38469.30575144205,0.0,-0.0833,0.2037759118741206,44743.02159470078,0.0,-0.0596,0.2131124510482432,46793.04296398605,0.0,-0.1357,0.1848801389931939,40594.08187810596,0.0,219569.7282529649,-0.10657726794149935
2018-11-01,0.0604,0.2293662817709683,51928.08073903975,0.0,0.0578,0.1797401974320103,40692.83162387541,0.0,0.0534,0.2081833182958453,47132.2989478578,0.0,0.0479,0.216585028062295,49034.42972196099,0.0,-0.0735,0.1661251744388812,37610.41686006517,0.0,226398.05789279912,0.031098684204624583
2018-12-01,-0.085,0.2099479024577659,47514.19387622137,0.0,0.0615,0.1908649067847266,43195.44076874375,0.0,0.0315,0.21482065209234,48616.96636471533,0.0,0.057,0.2290151909086561,51829.39221611276,0.0,-0.0652,0.1553513477565115,35158.21768078892,0.0,226314.21090658213,-0.0003703520560087714
2019-01-01,0.0243,0.1884571096973802,42063.65135274734,-6605.137434666205,-0.0468,0.190900724464736,42609.06648608742,1435.172345320876,-0.0442,0.220980329983643,49322.83834328718,2854.74189189227,-0.0215,0.2255926134352383,50352.30060851817,-362.7596749481672,0.0289,0.1740692224190025,38852.2730441649,2677.98287240119,223200.129834805,-0.013759989084656032
2019-02-01,0.0409,0.1929789666959279,43784.05469307471,0.0,-0.0053,0.1868048451770821,42383.23843371116,0.0,0.0034,0.2181303802087946,49490.53599365436,0.0,0.0046,0.2229494940876881,50583.92119131735,0.0,0.0461,0.1791363138305073,40643.3628315009,0.0,226885.1131432585,0.016509772244222454
2019-03-01,0.0659,0.1929948868613242,46669.42389734834,0.0,0.1031,0.193340298705208,46752.95031622678,0.0,0.0729,0.2195810037021886,53098.39606759176,0.0,0.0303,0.2155209810454877,52116.61400341427,0.0,0.0624,0.1785628296857914,43179.50867218656,0.0,241816.89295676773,0.06581207381412058
2019-04-01,0.051,0.1995442129335909,49049.5645161131,0.0,-0.0111,0.1880898586708513,46233.99256771666,0.0,0.0039,0.2168581947488986,53305.47981225537,0.0,0.0045,0.2129757294357364,52351.13876642963,0.0,0.0391,0.1825320042109229,44867.82746126905,0.0,245808.00312378383,0.01650467888415741
2019-05-01,-0.0569,0.1875923917155972,46258.64429514627,0.0,0.0763,0.2017980934962606,49761.64620063344,0.0,0.0382,0.2244270501500574,55341.74914108353,0.0,0.0267,0.2179676364316786,53748.91417149329,0.0,-0.0755,0.1682148282064061,41480.30648794323,0.0,246591.26029629976,0.0031864591980819146
